mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
3386747,"Tama silt loam, driftless, 2 to 6 percent slopes",Dinsdale,5,Moderately well drained,18.0,30.0,2.5,6.2,0.18,28.0,7.0,65.0,1.33,23.3,FIELD_0023
3386747,"Tama silt loam, driftless, 2 to 6 percent slopes",Muscatine,5,Somewhat poorly drained,18.0,41.0,5.0,5.6,0.23,28.0,3.0,69.0,1.21,23.9,FIELD_0023
398236,"Eitzen silt loam, channeled, 1 to 6 percent slopes",Mt. Carroll,5,Well drained,20.0,96.0,0.5,6.2,0.21,21.0,9.0,70.0,1.4,16.9,FIELD_0023
398281,"Lacrescent cobbly silty clay loam, 45 to 70 percent slopes",Boone,5,Excessively drained,20.0,53.0,0.15,4.9,0.08,1.0,95.0,4.0,1.7,,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Reedsburg,5,Somewhat poorly drained,20.0,43.0,0.5,6.2,0.21,20.0,10.0,70.0,1.41,16.2,FIELD_0023
398303,"Newhouse-Valton silt loams, 6 to 12 percent slopes",Eitzen,5,Well drained,20.0,122.0,1.5,5.8,0.21,22.5,9.5,68.0,1.38,14.0,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Seaton,5,Well drained,20.0,109.0,0.75,5.9,0.21,22.5,9.5,68.0,1.4,13.5,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Elbaville,5,Well drained,20.0,28.0,0.75,6.2,0.21,12.0,15.0,73.0,1.54,10.4,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Fayette,5,Well drained,20.0,28.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Downs,5,Well drained,20.0,30.0,0.75,6.2,0.22,21.0,5.0,74.0,1.45,17.1,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Downs,5,Well drained,20.0,30.0,0.75,6.2,0.22,21.0,5.0,74.0,1.45,17.1,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Village,5,Well drained,20.0,25.0,0.25,6.2,0.22,22.0,4.0,74.0,1.45,16.4,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Dubuque,5,Well drained,20.0,41.0,1.0,6.2,0.21,21.0,4.0,75.0,1.35,17.3,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Village,5,Well drained,20.0,25.0,0.25,6.2,0.22,22.0,4.0,74.0,1.45,16.4,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Dubuque,5,Well drained,20.0,41.0,1.0,6.2,0.21,21.0,4.0,75.0,1.35,17.3,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Village,5,Well drained,20.0,25.0,0.25,6.2,0.22,22.0,4.0,74.0,1.45,17.1,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Garwin,5,Poorly drained,20.0,30.0,4.5,6.5,0.22,33.0,2.0,65.0,1.26,27.6,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Chaseburg,5,Moderately well drained,22.0,200.0,0.75,6.7,0.2,14.0,14.2,71.8,1.6,11.9,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Tama,5,Well drained,22.0,90.0,0.75,5.8,0.19,27.0,4.0,69.0,1.45,21.5,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Palsgrove,5,Well drained,25.0,104.0,0.65,6.2,0.19,30.0,7.0,63.0,1.38,23.5,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Village,5,Well drained,25.0,79.0,0.25,5.5,0.19,27.0,4.0,69.0,1.47,,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Palsgrove,5,Well drained,25.0,104.0,0.65,6.2,0.19,30.0,7.0,63.0,1.38,23.5,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Village,5,Well drained,25.0,79.0,0.25,5.5,0.19,27.0,4.0,69.0,1.47,,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Palsgrove,5,Well drained,25.0,104.0,0.65,6.2,0.19,30.0,7.0,63.0,1.38,23.5,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Village,5,Well drained,25.0,66.0,0.25,5.5,0.19,27.0,4.0,69.0,1.47,,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Elbaville,5,Well drained,28.0,43.0,0.25,6.2,0.19,18.0,17.0,65.0,1.48,14.3,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Fayette,5,Well drained,28.0,58.0,0.5,5.8,0.19,27.0,4.0,69.0,1.41,21.2,FIELD_0023
398239,"Chaseburg silt loam, channeled, 2 to 6 percent slopes",Timula,4,Well drained,0.0,20.0,1.5,7.0,0.22,14.0,26.0,60.0,1.46,12.2,FIELD_0023
398239,"Chaseburg silt loam, channeled, 2 to 6 percent slopes",Timula,4,Well drained,20.0,71.0,0.35,7.0,0.19,14.0,20.0,66.0,1.45,11.6,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Newglarus,3,Well drained,0.0,23.0,1.5,6.2,0.23,18.0,10.0,72.0,1.44,15.3,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Mickle,3,Moderately well drained,0.0,20.0,2.5,6.2,0.23,17.0,14.0,69.0,1.41,14.9,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Mickle,3,Moderately well drained,20.0,30.0,2.5,6.2,0.23,17.0,14.0,69.0,1.31,14.9,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Newglarus,3,Well drained,23.0,33.0,0.25,6.2,0.21,21.0,9.0,70.0,1.41,16.4,FIELD_0023
398239,"Chaseburg silt loam, channeled, 2 to 6 percent slopes",Beavercreek,2,Well drained,0.0,20.0,2.5,6.7,0.21,14.0,30.4,55.6,1.38,12.0,FIELD_0023
398239,"Chaseburg silt loam, channeled, 2 to 6 percent slopes",Elbaville,2,Well drained,0.0,41.0,1.5,6.5,0.22,18.5,27.1,54.4,1.4,12.0,FIELD_0023
398239,"Chaseburg silt loam, channeled, 2 to 6 percent slopes",Seaton,2,Well drained,0.0,23.0,2.0,6.2,0.23,17.0,6.0,77.0,1.28,14.7,FIELD_0023
398302,"Lamoille-Dorerton silt loams, 30 to 45 percent slopes",Lacrescent,2,Well drained,0.0,43.0,4.0,7.0,0.19,27.5,19.1,53.4,1.33,21.0,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Chaseburg,2,Well drained,0.0,18.0,2.5,7.0,0.23,14.0,14.2,71.8,1.45,12.0,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Chaseburg,2,Well drained,18.0,152.0,2.5,6.7,0.2,14.0,14.2,71.8,1.6,12.0,FIELD_0023
398239,"Chaseburg silt loam, channeled, 2 to 6 percent slopes",Beavercreek,2,Well drained,20.0,152.0,0.25,7.2,0.06,11.5,30.4,58.1,1.45,6.0,FIELD_0023
398239,"Chaseburg silt loam, channeled, 2 to 6 percent slopes",Seaton,2,Well drained,23.0,38.0,0.75,5.7,0.21,17.0,6.0,77.0,1.35,14.2,FIELD_0023
398281,"Lacrescent cobbly silty clay loam, 45 to 70 percent slopes",Beavercreek,1,Well drained,0.0,13.0,1.5,6.7,0.15,11.0,63.0,26.0,1.48,6.0,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Newglarus,1,Well drained,0.0,20.0,1.5,6.2,0.23,18.0,10.0,72.0,1.44,15.3,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Reedsburg,1,Poorly drained,0.0,23.0,2.0,7.0,0.23,17.0,11.0,72.0,1.45,14.7,FIELD_0023
398281,"Lacrescent cobbly silty clay loam, 45 to 70 percent slopes",Beavercreek,1,Well drained,13.0,30.0,0.75,7.0,0.14,10.0,67.0,23.0,1.5,5.4,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Newglarus,1,Well drained,20.0,33.0,0.25,6.2,0.21,21.0,9.0,70.0,1.41,16.4,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Reedsburg,1,Poorly drained,23.0,43.0,0.5,6.2,0.21,20.0,10.0,70.0,1.41,16.2,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Rock outcrop,0,,0.0,10.0,,,,,,,,,FIELD_0023
406449,Water,Water,100,,,,,,,,,,,,FIELD_0024
406349,"Gara loam, dissected till plain, 18 to 25 percent slopes, eroded",Gara,95,Well drained,0.0,13.0,2.5,6.5,0.21,22.0,40.0,38.0,1.44,18.7,FIELD_0024
406349,"Gara loam, dissected till plain, 18 to 25 percent slopes, eroded",Gara,95,Well drained,13.0,109.0,0.5,6.1,0.15,33.0,33.0,34.0,1.52,25.4,FIELD_0024
406385,"Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded",Sharpsburg,90,Moderately well drained,0.0,18.0,3.1,5.7,0.22,34.0,2.0,64.0,1.38,27.2,FIELD_0024
406385,"Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded",Sharpsburg,90,Moderately well drained,18.0,54.0,0.8,6.0,0.19,38.0,2.0,60.0,1.29,28.4,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Ladoga,85,Moderately well drained,0.0,15.0,2.5,6.6,0.23,25.0,2.0,73.0,1.42,20.7,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Ladoga,85,Moderately well drained,15.0,25.0,0.8,5.6,0.22,28.0,2.0,70.0,1.38,22.0,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Ladoga,85,Moderately well drained,25.0,130.0,0.8,5.4,0.19,38.0,2.0,60.0,1.39,,FIELD_0024
406336,"Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded",Colo,65,Poorly drained,0.0,20.0,6.0,6.3,0.22,30.0,6.0,64.0,1.27,25.6,FIELD_0024
406440,"Gara-Armstrong loams, 14 to 18 percent slopes, moderately eroded",Gara,65,Well drained,0.0,23.0,2.5,6.5,0.17,25.0,35.4,39.6,1.53,27.5,FIELD_0024
406336,"Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded",Colo,65,Poorly drained,20.0,86.0,3.0,6.4,0.19,31.0,6.0,63.0,1.23,25.7,FIELD_0024
406440,"Gara-Armstrong loams, 14 to 18 percent slopes, moderately eroded",Gara,65,Well drained,23.0,76.0,0.25,5.5,0.17,31.5,35.3,33.2,1.65,27.5,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Shelby,50,Well drained,0.0,18.0,2.9,6.2,0.18,30.0,33.0,37.0,1.38,24.9,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Shelby,50,Well drained,18.0,93.0,1.1,6.1,0.16,34.0,30.0,36.0,1.46,26.9,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Adair,40,Somewhat poorly drained,0.0,18.0,3.6,6.2,0.18,30.0,23.0,47.0,1.34,24.5,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Adair,40,Somewhat poorly drained,18.0,43.0,0.6,5.8,0.1,43.0,22.0,35.0,1.38,31.5,FIELD_0024
406440,"Gara-Armstrong loams, 14 to 18 percent slopes, moderately eroded",Armstrong,35,Somewhat poorly drained,0.0,20.0,2.0,6.5,0.18,24.0,30.0,46.0,1.48,24.2,FIELD_0024
406440,"Gara-Armstrong loams, 14 to 18 percent slopes, moderately eroded",Armstrong,35,Somewhat poorly drained,20.0,28.0,0.75,5.5,0.15,30.0,37.5,32.5,1.6,24.9,FIELD_0024
406440,"Gara-Armstrong loams, 14 to 18 percent slopes, moderately eroded",Armstrong,35,Somewhat poorly drained,28.0,36.0,0.5,5.5,0.15,34.0,37.5,28.5,1.6,24.9,FIELD_0024
406336,"Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded",Judson,25,Well drained,0.0,23.0,3.8,5.8,0.22,29.0,4.0,67.0,1.31,24.4,FIELD_0024
406336,"Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded",Judson,25,Well drained,23.0,56.0,2.6,6.1,0.19,30.0,4.0,66.0,1.26,24.8,FIELD_0024
406336,"Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded",Ely,10,Somewhat poorly drained,0.0,20.0,5.5,6.6,0.16,29.0,8.0,63.0,1.45,24.0,FIELD_0024
406336,"Colo-Judson silty clay loams, 0 to 5 percent slopes, occasionally flooded",Ely,10,Somewhat poorly drained,20.0,81.0,4.5,6.1,0.18,33.0,3.0,64.0,1.43,26.1,FIELD_0024
406349,"Gara loam, dissected till plain, 18 to 25 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,0.0,20.0,2.0,6.5,0.18,30.0,30.0,40.0,1.38,24.0,FIELD_0024
406385,"Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded",Adair,5,Somewhat poorly drained,0.0,18.0,2.7,6.2,0.15,32.0,22.5,45.5,1.5,25.7,FIELD_0024
406385,"Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded",Nira,5,Moderately well drained,0.0,18.0,2.7,6.5,0.22,33.0,2.0,65.0,1.36,27.1,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,0.0,20.0,2.0,6.5,0.18,30.0,30.0,40.0,1.38,24.0,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Gara,5,Well drained,0.0,13.0,2.5,6.5,0.21,22.0,40.0,38.0,1.44,18.7,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Sharpsburg,5,Moderately well drained,0.0,18.0,3.1,5.7,0.22,34.0,2.0,64.0,1.38,27.2,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Olmitz,5,Moderately well drained,0.0,18.0,3.5,6.5,0.21,25.5,40.0,34.5,1.53,21.7,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Sharpsburg,5,Moderately well drained,0.0,18.0,3.1,5.7,0.22,34.0,2.0,64.0,1.38,27.2,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Gara,5,Well drained,13.0,109.0,0.5,6.1,0.15,33.0,33.0,34.0,1.52,25.4,FIELD_0024
406385,"Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded",Adair,5,Somewhat poorly drained,18.0,43.0,0.75,5.8,0.1,49.0,25.0,26.0,1.33,35.5,FIELD_0024
406385,"Sharpsburg silty clay loam, 5 to 9 percent slopes, eroded",Nira,5,Moderately well drained,18.0,30.0,0.4,6.5,0.19,34.0,2.0,64.0,1.43,25.8,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Sharpsburg,5,Moderately well drained,18.0,54.0,0.8,6.0,0.19,38.0,2.0,60.0,1.29,28.4,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Olmitz,5,Moderately well drained,18.0,76.0,2.5,6.2,0.16,28.0,35.0,37.0,1.45,23.3,FIELD_0024
406437,"Shelby-Adair clay loams, dissected till plain, 14 to 18 percent slopes, eroded",Sharpsburg,5,Moderately well drained,18.0,54.0,0.8,6.0,0.19,38.0,2.0,60.0,1.29,28.4,FIELD_0024
406349,"Gara loam, dissected till plain, 18 to 25 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,20.0,28.0,0.75,5.5,0.15,30.0,37.5,32.5,1.44,,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,20.0,28.0,0.75,5.5,0.15,30.0,37.5,32.5,1.44,,FIELD_0024
406349,"Gara loam, dissected till plain, 18 to 25 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,28.0,36.0,0.5,5.5,0.15,34.0,37.5,28.5,1.44,,FIELD_0024
406422,"Ladoga silt loam, dissected till plain, 5 to 9 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,28.0,36.0,0.5,5.5,0.15,34.0,37.5,28.5,1.44,,FIELD_0024
408169,"Orwood silt loam, 9 to 14 percent slopes, moderately eroded",Orwood,100,Well drained,0.0,20.0,2.5,6.5,0.21,17.0,29.3,53.7,1.38,14.9,FIELD_0025
408185,"Chelsea loamy fine sand, 5 to 9 percent slopes",Chelsea,100,Excessively drained,0.0,20.0,1.0,6.1,0.11,5.0,85.0,10.0,1.57,4.2,FIELD_0025
408200,"Waubeek silt loam, 5 to 9 percent slopes",Waubeek,100,Moderately well drained,0.0,18.0,3.0,7.0,0.2,22.0,7.0,71.0,1.39,18.9,FIELD_0025
408200,"Waubeek silt loam, 5 to 9 percent slopes",Waubeek,100,Moderately well drained,18.0,33.0,1.5,5.6,0.21,22.0,7.0,71.0,1.44,18.4,FIELD_0025
408169,"Orwood silt loam, 9 to 14 percent slopes, moderately eroded",Orwood,100,Well drained,20.0,56.0,1.5,6.5,0.21,21.0,26.3,52.7,1.38,17.6,FIELD_0025
408185,"Chelsea loamy fine sand, 5 to 9 percent slopes",Chelsea,100,Excessively drained,20.0,91.0,0.25,5.8,0.1,3.0,92.0,5.0,1.68,2.4,FIELD_0025
408085,"Atterberry silt loam, terrace, 2 to 5 percent slopes",Atterberry,95,Somewhat poorly drained,0.0,20.0,3.25,6.4,0.19,24.0,4.0,72.0,1.37,20.5,FIELD_0025
408090,"Brady sandy loam, 1 to 3 percent slopes",Brady,95,Somewhat poorly drained,0.0,20.0,2.0,6.2,0.1,10.0,62.0,28.0,1.52,5.5,FIELD_0025
408118,"Dickinson fine sandy loam, 2 to 5 percent slopes",Dickinson,95,Well drained,0.0,23.0,2.0,6.3,0.15,10.0,65.0,25.0,1.53,9.1,FIELD_0025
408124,"Klinger silt loam, 1 to 4 percent slopes",Klinger,95,Somewhat poorly drained,0.0,20.0,5.0,6.2,0.23,26.0,10.0,64.0,1.32,22.4,FIELD_0025
408125,"Floyd loam, 1 to 4 percent slopes",Floyd,95,Somewhat poorly drained,0.0,41.0,4.0,6.7,0.21,23.0,30.0,47.0,1.35,21.0,FIELD_0025
408152,"Ostrander loam, 5 to 9 percent slopes",Ostrander,95,Well drained,0.0,23.0,3.5,6.2,0.19,20.0,35.0,45.0,1.44,17.4,FIELD_0025
408160,"Ely silty clay loam, 2 to 5 percent slopes",Ely,95,Somewhat poorly drained,0.0,20.0,5.0,6.5,0.17,28.0,4.0,68.0,1.31,23.9,FIELD_0025
408166,"Orwood silt loam, 5 to 9 percent slopes",Orwood,95,Well drained,0.0,20.0,3.0,6.5,0.21,21.0,26.3,52.7,1.38,18.1,FIELD_0025
408195,"Franklin silt loam, 1 to 3 percent slopes",Franklin,95,Somewhat poorly drained,0.0,15.0,3.0,7.0,0.2,22.0,7.0,71.0,1.4,18.9,FIELD_0025
2909709,"Downs silt loam, paha, 5 to 9 percent slopes",Downs,95,Well drained,0.0,20.0,3.0,6.2,0.2,20.0,5.0,75.0,1.39,17.3,FIELD_0025
408195,"Franklin silt loam, 1 to 3 percent slopes",Franklin,95,Somewhat poorly drained,15.0,33.0,1.5,5.4,0.21,22.0,7.0,71.0,1.44,,FIELD_0025
408085,"Atterberry silt loam, terrace, 2 to 5 percent slopes",Atterberry,95,Somewhat poorly drained,20.0,35.0,1.75,5.6,0.2,23.0,5.0,72.0,1.36,19.2,FIELD_0025
408090,"Brady sandy loam, 1 to 3 percent slopes",Brady,95,Somewhat poorly drained,20.0,33.0,0.75,6.2,0.1,8.0,62.0,30.0,1.62,4.3,FIELD_0025
408124,"Klinger silt loam, 1 to 4 percent slopes",Klinger,95,Somewhat poorly drained,20.0,36.0,4.0,6.2,0.23,26.0,10.0,64.0,1.32,22.2,FIELD_0025
408160,"Ely silty clay loam, 2 to 5 percent slopes",Ely,95,Somewhat poorly drained,20.0,61.0,3.5,6.5,0.17,28.0,4.0,68.0,1.28,23.6,FIELD_0025
408166,"Orwood silt loam, 5 to 9 percent slopes",Orwood,95,Well drained,20.0,25.0,1.5,6.5,0.21,20.0,25.0,55.0,1.38,17.6,FIELD_0025
2909709,"Downs silt loam, paha, 5 to 9 percent slopes",Downs,95,Well drained,20.0,30.0,1.5,5.8,0.18,20.0,4.0,76.0,1.46,16.9,FIELD_0025
408118,"Dickinson fine sandy loam, 2 to 5 percent slopes",Dickinson,95,Well drained,23.0,46.0,1.5,6.2,0.15,10.0,65.0,25.0,1.5,9.0,FIELD_0025
408152,"Ostrander loam, 5 to 9 percent slopes",Ostrander,95,Well drained,23.0,38.0,3.0,6.1,0.18,20.0,35.0,45.0,1.37,17.3,FIELD_0025
408166,"Orwood silt loam, 5 to 9 percent slopes",Orwood,95,Well drained,25.0,56.0,1.5,6.5,0.21,23.0,26.0,51.0,1.38,17.6,FIELD_0025
408119,"Dickinson fine sandy loam, 5 to 9 percent slopes",Dickinson,90,Well drained,0.0,23.0,2.0,6.3,0.15,10.0,65.0,25.0,1.53,9.1,FIELD_0025
408145,"Dinsdale silt loam, 2 to 5 percent slopes",Dinsdale,90,Moderately well drained,0.0,18.0,3.5,6.4,0.18,26.0,8.0,66.0,1.38,22.1,FIELD_0025
408149,"Maxfield silty clay loam, 0 to 2 percent slopes",Maxfield,90,Poorly drained,0.0,31.0,7.0,6.8,0.13,28.0,7.0,65.0,1.2,24.2,FIELD_0025
408151,"Ostrander loam, 2 to 5 percent slopes",Ostrander,90,Well drained,0.0,23.0,3.5,6.2,0.19,20.0,35.0,45.0,1.44,17.4,FIELD_0025
408153,"Olin sandy loam, 2 to 5 percent slopes",Olin,90,Well drained,0.0,20.0,2.0,6.2,0.14,10.0,69.0,21.0,1.53,9.1,FIELD_0025
408218,"Judson silty clay loam, 2 to 5 percent slopes",Judson,90,Well drained,0.0,23.0,3.5,6.5,0.13,30.0,4.0,66.0,1.38,25.1,FIELD_0025
408219,"Judson silty clay loam, 5 to 9 percent slopes",Judson,90,Well drained,0.0,23.0,3.5,6.5,0.13,30.0,4.0,66.0,1.38,25.1,FIELD_0025
408145,"Dinsdale silt loam, 2 to 5 percent slopes",Dinsdale,90,Moderately well drained,18.0,30.0,2.5,6.2,0.18,28.0,7.0,65.0,1.32,23.3,FIELD_0025
408153,"Olin sandy loam, 2 to 5 percent slopes",Olin,90,Well drained,20.0,48.0,1.5,6.3,0.14,10.0,70.0,20.0,1.5,9.0,FIELD_0025
408119,"Dickinson fine sandy loam, 5 to 9 percent slopes",Dickinson,90,Well drained,23.0,46.0,1.5,6.2,0.15,10.0,65.0,25.0,1.5,9.0,FIELD_0025
408151,"Ostrander loam, 2 to 5 percent slopes",Ostrander,90,Well drained,23.0,38.0,3.0,6.1,0.18,20.0,35.0,45.0,1.37,17.3,FIELD_0025
408218,"Judson silty clay loam, 2 to 5 percent slopes",Judson,90,Well drained,23.0,56.0,3.5,6.5,0.13,30.0,4.0,66.0,1.32,25.1,FIELD_0025
408219,"Judson silty clay loam, 5 to 9 percent slopes",Judson,90,Well drained,23.0,56.0,3.5,6.5,0.13,30.0,4.0,66.0,1.32,25.1,FIELD_0025
408116,"Bolan loam, 2 to 5 percent slopes",Bolan,85,Well drained,0.0,20.0,3.5,6.7,0.21,23.0,39.5,37.5,1.43,19.8,FIELD_0025
408199,"Waubeek silt loam, 2 to 5 percent slopes",Waubeek,85,Moderately well drained,0.0,18.0,3.0,7.0,0.2,22.0,7.0,71.0,1.39,18.9,FIELD_0025
408217,"Clyde silty clay loam, 0 to 3 percent slopes",Clyde,85,Poorly drained,0.0,43.0,7.5,6.7,0.22,30.0,18.0,52.0,1.35,25.9,FIELD_0025
408199,"Waubeek silt loam, 2 to 5 percent slopes",Waubeek,85,Moderately well drained,18.0,33.0,1.5,5.6,0.21,22.0,7.0,71.0,1.44,18.4,FIELD_0025
408116,"Bolan loam, 2 to 5 percent slopes",Bolan,85,Well drained,20.0,36.0,3.0,6.6,0.18,23.0,39.5,37.5,1.48,19.6,FIELD_0025
408081,"Colo-Ely complex, 0 to 5 percent slopes",Colo,50,Poorly drained,0.0,20.0,5.0,6.5,0.16,30.0,6.0,64.0,1.29,25.5,FIELD_0025
408086,"Arenzville-Chaseburg complex, 1 to 5 percent slopes",Arenzville,50,Moderately well drained,0.0,20.0,2.0,6.7,0.22,14.0,14.2,71.8,1.38,12.4,FIELD_0025
408182,"Coland-Spillville complex, 0 to 2 percent slopes, occasionally flooded",Coland,50,Poorly drained,0.0,20.0,6.0,6.3,0.11,30.0,28.0,42.0,1.31,25.6,FIELD_0025
408081,"Colo-Ely complex, 0 to 5 percent slopes",Colo,50,Poorly drained,20.0,36.0,3.5,6.5,0.17,30.0,6.0,64.0,1.31,25.1,FIELD_0025
408086,"Arenzville-Chaseburg complex, 1 to 5 percent slopes",Arenzville,50,Moderately well drained,20.0,66.0,0.75,6.7,0.22,14.0,15.0,71.0,1.38,11.9,FIELD_0025
408182,"Coland-Spillville complex, 0 to 2 percent slopes, occasionally flooded",Coland,50,Poorly drained,20.0,81.0,4.5,6.3,0.12,30.0,28.0,42.0,1.28,25.4,FIELD_0025
408086,"Arenzville-Chaseburg complex, 1 to 5 percent slopes",Chaseburg,45,Well drained,0.0,25.0,2.5,7.0,0.23,14.0,14.2,71.8,1.45,12.5,FIELD_0025
408135,"Chelsea-Fayette-Lamont complex, 2 to 9 percent slopes",Chelsea,45,Excessively drained,0.0,20.0,1.0,6.1,0.11,5.0,85.0,10.0,1.57,4.2,FIELD_0025
408136,"Chelsea-Fayette-Lamont complex, 9 to 14 percent slopes",Chelsea,45,Excessively drained,0.0,20.0,1.0,6.1,0.11,5.0,85.0,10.0,1.57,4.2,FIELD_0025
408135,"Chelsea-Fayette-Lamont complex, 2 to 9 percent slopes",Chelsea,45,Excessively drained,20.0,91.0,0.25,5.8,0.1,3.0,92.0,5.0,1.68,2.4,FIELD_0025
408136,"Chelsea-Fayette-Lamont complex, 9 to 14 percent slopes",Chelsea,45,Excessively drained,20.0,91.0,0.25,5.8,0.1,3.0,92.0,5.0,1.68,2.4,FIELD_0025
408086,"Arenzville-Chaseburg complex, 1 to 5 percent slopes",Chaseburg,45,Well drained,25.0,200.0,0.75,6.7,0.2,14.0,14.2,71.8,1.6,11.9,FIELD_0025
408081,"Colo-Ely complex, 0 to 5 percent slopes",Ely,40,Somewhat poorly drained,0.0,20.0,5.0,6.5,0.17,28.0,4.0,68.0,1.31,23.9,FIELD_0025
408182,"Coland-Spillville complex, 0 to 2 percent slopes, occasionally flooded",Spillville,40,Somewhat poorly drained,0.0,20.0,4.5,6.7,0.14,22.0,41.0,37.0,1.38,19.2,FIELD_0025
